(0, 194, 96, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(1, 420, 124, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(2, 1136, 375, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(3, 405, 103, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(4, 120, 12, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(5, 1060, 415, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(10, 209, 193, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(6, 388, 84, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(7, 1068, 429, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(8, 1039, 401, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(9, 422, 144, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(11, 1344, 56, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(12, 393, 60, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(13, 1050, 397, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(14, 1169, 421, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(15, 401, 109, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(16, 374, 114, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(17, 419, 148, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(18, 400, 89, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(19, 413, 106, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(20, 237, 126, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(21, 1224, 433, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(22, 181, 120, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(23, 1103, 414, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(24, 212, 183, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(25, 405, 94, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
