0,0
2,4.5
4,4.7
6,4.9
8,5.1
10,5.3
12,5.5
14,5.7
16,5.9
18,6.5
20,6.7
25,7.1
30,7.6
35,8.1
40,8.5
45,9.0
50,9.5
55,9.9
60,10.4
65,11.1
70,11.6
75,12.1
80,12.6
85,13.0
90,13.2
95,13.7
100,14.1
120,16
140,19
160,21
180,23
200,24
220,26
240,28
260,31
280,33
300,34
320,36
340,38
360,40
380,42
400,45
420,47
440,48
460,50
480,52
500,54
