(0, 420, 124, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(1, 388, 84, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(2, 422, 144, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(3, 1050, 397, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(4, 374, 114, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(5, 237, 126, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(6, 405, 94, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(7, 1066, 415, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(8, 1092, 389, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(9, 203, 217, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(10, 1077, 483, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(11, 181, 257, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(12, 203, 162, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(13, 408, 96, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(14, 381, 76, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(15, 1117, 427, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(16, 393, 88, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(17, 1071, 395, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(18, 212, 217, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(19, 405, 94, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(20, 402, 113, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(21, 405, 85, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(22, 333, 18, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(23, 374, 62, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(24, 1010, 411, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(25, 424, 114, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(26, 379, 78, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
(27, 1999, 97, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 60])
