(42.41923785209656, 0, 'out', 'prompt', 0, 1170)
(49.435263872146606, 0, 'in', 'prompt', 0, 1170)
(49.435263872146606, 0, 'out', 'decode', 1170, 1)
(50.31186079978943, 0, 'in', 'decode', 1170, 1)
(50.31186079978943, 0, 'out', 'decode', 1171, 1)
(50.9015326499939, 0, 'in', 'decode', 1171, 1)
(50.9015326499939, 0, 'out', 'decode', 1172, 1)
(51.49195694923401, 0, 'in', 'decode', 1172, 1)
(51.49195694923401, 0, 'out', 'decode', 1173, 1)
(52.0831561088562, 0, 'in', 'decode', 1173, 1)
(52.0831561088562, 0, 'out', 'decode', 1174, 1)
(52.67654871940613, 0, 'in', 'decode', 1174, 1)
(52.67654871940613, 0, 'out', 'decode', 1175, 1)
(53.27158522605896, 0, 'in', 'decode', 1175, 1)
(53.27158522605896, 0, 'out', 'decode', 1176, 1)
(53.86263656616211, 0, 'in', 'decode', 1176, 1)
(53.86263656616211, 0, 'out', 'decode', 1177, 1)
(54.45338177680969, 0, 'in', 'decode', 1177, 1)
(54.45338177680969, 0, 'out', 'decode', 1178, 1)
(55.04704689979553, 0, 'in', 'decode', 1178, 1)
(55.04704689979553, 0, 'out', 'decode', 1179, 1)
(55.64065432548523, 0, 'in', 'decode', 1179, 1)
(55.64065432548523, 0, 'out', 'decode', 1180, 1)
(56.23280096054077, 0, 'in', 'decode', 1180, 1)
(56.23280096054077, 0, 'out', 'decode', 1181, 1)
(56.82525706291199, 0, 'in', 'decode', 1181, 1)
(56.82525706291199, 0, 'out', 'decode', 1182, 1)
(57.41997241973877, 0, 'in', 'decode', 1182, 1)
(57.41997241973877, 0, 'out', 'decode', 1183, 1)
(58.01340961456299, 0, 'in', 'decode', 1183, 1)
(58.01340961456299, 0, 'out', 'decode', 1184, 1)
(58.60614991188049, 0, 'in', 'decode', 1184, 1)
(58.60614991188049, 0, 'out', 'decode', 1185, 1)
(59.199098348617554, 0, 'in', 'decode', 1185, 1)
(59.199098348617554, 0, 'out', 'decode', 1186, 1)
(59.79118061065674, 0, 'in', 'decode', 1186, 1)
(59.79118061065674, 0, 'out', 'decode', 1187, 1)
(60.384313344955444, 0, 'in', 'decode', 1187, 1)
(60.384313344955444, 0, 'out', 'decode', 1188, 1)
(60.976158142089844, 0, 'in', 'decode', 1188, 1)
(60.976158142089844, 0, 'out', 'decode', 1189, 1)
(61.567954778671265, 0, 'in', 'decode', 1189, 1)
(61.567954778671265, 0, 'out', 'decode', 1190, 1)
(62.15983772277832, 0, 'in', 'decode', 1190, 1)
(62.15983772277832, 0, 'out', 'decode', 1191, 1)
(62.754467487335205, 0, 'in', 'decode', 1191, 1)
(62.754467487335205, 0, 'out', 'decode', 1192, 1)
(63.34674048423767, 0, 'in', 'decode', 1192, 1)
(63.34674048423767, 0, 'out', 'decode', 1193, 1)
(63.938805103302, 0, 'in', 'decode', 1193, 1)
(63.938805103302, 0, 'out', 'decode', 1194, 1)
(64.53385734558105, 0, 'in', 'decode', 1194, 1)
(64.53385734558105, 0, 'out', 'decode', 1195, 1)
(65.12568306922913, 0, 'in', 'decode', 1195, 1)
(65.12568306922913, 0, 'out', 'decode', 1196, 1)
(65.71843552589417, 0, 'in', 'decode', 1196, 1)
