(0, 420, 124, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(1, 388, 84, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(2, 422, 144, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(3, 1169, 421, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(4, 374, 114, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(5, 237, 126, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(6, 405, 94, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(7, 1066, 415, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(8, 1092, 389, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(9, 203, 217, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(10, 1077, 483, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(11, 1041, 400, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(12, 407, 115, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(13, 408, 96, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(14, 381, 76, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(15, 1117, 427, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(16, 476, 112, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(17, 1195, 507, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(18, 212, 217, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(19, 405, 94, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(20, 402, 113, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(21, 200, 205, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(22, 997, 394, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(23, 333, 18, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(24, 375, 70, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(25, 17, 81, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(26, 424, 114, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
(27, 379, 78, [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, -1], [5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, -1])
