(0, 194, 96, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(1, 420, 124, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(2, 1136, 375, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(3, 405, 103, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(4, 120, 12, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(5, 1060, 415, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(6, 237, 126, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(7, 388, 84, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(8, 1068, 429, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(9, 1224, 433, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(10, 1039, 401, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
