(39, 1316, 207, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(40, 433, 87, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(41, 1061, 415, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(42, 383, 57, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(43, 428, 101, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(44, 171, 217, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(45, 1036, 395, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(46, 945, 388, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(47, 389, 92, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(48, 952, 82, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(49, 389, 126, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(50, 1755, 91, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(51, 185, 138, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(52, 1039, 417, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(53, 1053, 446, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(54, 1593, 109, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(55, 1050, 404, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(56, 1023, 396, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(57, 962, 429, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
(58, 879, 55, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 7, 14, 21, 28, 36, 44, 52, -1], [7, 14, 21, 28, 36, 44, 52, 60, -1])
