0,0
2,0.9
4,0.9
6,1.0
8,1.0
10,1.1
12,1.1
14,1.1
16,1.2
18,1.2
20,1.2
25,1.3
30,1.4
35,1.5
40,1.6
45,1.7
50,1.7
55,1.8
60,1.9
65,2.1
70,2.2
75,2.3
80,2.4
85,2.5
90,2.5
95,2.6
100,2.8
120,3
140,4
160,4
180,4
200,5
220,5
240,5
260,6
280,6
300,7
320,7
340,7
360,8
380,8
400,9
420,9
440,10
460,10
480,10
500,11
520,12
540,12
560,12
580,13
600,13
620,13
640,14
660,14
680,15
700,15
720,15
740,16
760,16
780,17
800,17
