0,0
250,6
500,9
750,14
1000,18
1250,22
1500,27
1750,31
2000,36
2250,40
2500,44
2750,48
3000,53
3250,58
3500,62
3750,66
4000,71
4250,76
4500,80
4750,84
5000,88
5250,93
5500,97
5750,102
6000,105
6250,110
6500,116
6750,119
7000,125
7250,129
7500,132
