0,0
2,3.6
4,3.7
6,3.7
8,3.7
10,3.8
12,3.8
14,3.9
16,3.9
18,4.2
20,4.2
25,4.3
30,4.3
35,4.5
40,4.6
45,4.7
50,4.8
55,4.8
60,4.9
65,5.1
70,5.1
75,5.2
80,5.3
85,5.4
90,5.5
95,5.5
100,5.6
120,7
140,7
160,8
180,8
200,9
220,9
240,9
260,10
280,10
300,11
320,11
340,12
360,13
380,13
400,14
420,14
440,15
460,15
480,16
500,16
