0,0
250,18
500,30
750,48
1000,59
1250,74
1500,94
1750,111
2000,128
2250,150
2500,165
2750,184
3000,206
3250,206
3500,226
3750,252
4000,264
4250,275
4500,297
4750,310
5000,328
5250,357
5500,357
5750,372
6000,395
6250,404
6500,416
6750,432
7000,444
7250,469
7500,479
