(3.1214537620544434, 0, 'out', 'prompt', 0, 121)
(3.8777308464050293, 0, 'in', 'prompt', 0, 121)
(3.8777308464050293, 0, 'out', 'decode', 121, 1)
(4.622241973876953, 0, 'in', 'decode', 121, 1)
(4.622241973876953, 0, 'out', 'decode', 122, 1)
(5.189911603927612, 0, 'in', 'decode', 122, 1)
(5.189911603927612, 0, 'out', 'decode', 123, 1)
(5.756322860717773, 0, 'in', 'decode', 123, 1)
(5.756322860717773, 0, 'out', 'decode', 124, 1)
(6.324848651885986, 0, 'in', 'decode', 124, 1)
(6.324848651885986, 0, 'out', 'decode', 125, 1)
(6.891767501831055, 0, 'in', 'decode', 125, 1)
(6.891767501831055, 0, 'out', 'decode', 126, 1)
(7.459025621414185, 0, 'in', 'decode', 126, 1)
(7.459025621414185, 0, 'out', 'decode', 127, 1)
(8.026936292648315, 0, 'in', 'decode', 127, 1)
(8.026936292648315, 0, 'out', 'decode', 128, 1)
(8.593891382217407, 0, 'in', 'decode', 128, 1)
(8.593891382217407, 0, 'out', 'decode', 129, 1)
(9.161316394805908, 0, 'in', 'decode', 129, 1)
(9.161316394805908, 0, 'out', 'decode', 130, 1)
(9.727446556091309, 0, 'in', 'decode', 130, 1)
(9.727446556091309, 0, 'out', 'decode', 131, 1)
(10.294615507125854, 0, 'in', 'decode', 131, 1)
(11.903400182723999, 1, 'out', 'prompt', 0, 1040)
(14.631821393966675, 1, 'in', 'prompt', 0, 1040)
(14.631821393966675, 1, 'out', 'decode', 1040, 1)
(15.201929330825806, 1, 'in', 'decode', 1040, 1)
(15.201929330825806, 1, 'out', 'decode', 1041, 1)
(15.770323991775513, 1, 'in', 'decode', 1041, 1)
(15.770323991775513, 1, 'out', 'decode', 1042, 1)
(16.338640928268433, 1, 'in', 'decode', 1042, 1)
(16.338640928268433, 1, 'out', 'decode', 1043, 1)
(16.514060974121094, 2, 'out', 'prompt', 0, 394)
(16.907155752182007, 1, 'in', 'decode', 1043, 1)
(16.907155752182007, 1, 'out', 'decode', 1044, 1)
