(0, 120, 12, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(1, 1039, 401, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(2, 393, 60, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(3, 374, 114, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(4, 237, 126, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(5, 209, 217, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(6, 1066, 415, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(7, 395, 83, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(8, 203, 217, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(9, 1041, 400, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(10, 407, 115, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(11, 408, 96, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(12, 381, 76, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(13, 1117, 427, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(14, 392, 42, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(15, 1071, 395, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(16, 1082, 385, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(17, 1316, 159, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(18, 200, 205, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(19, 997, 394, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(20, 1210, 380, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
