(21, 375, 70, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(22, 424, 114, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(23, 379, 78, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(24, 1101, 391, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(25, 1065, 411, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(26, 1119, 413, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(27, 401, 144, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(28, 1028, 55, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(29, 409, 143, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(30, 433, 87, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(31, 1061, 415, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(32, 1163, 418, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
(33, 171, 217, [1, 2, 3, 4, 5, 6, 7, 8, 0], [0, 10, 20, 30, 40, 50, 60, 70, 80], [10, 20, 30, 40, 50, 60, 70, 80, 80])
