(0.2529277801513672, 0, 'prompt', 28781)
(0.3270151615142822, 1, 'prompt', 44140)
(0.35807132720947266, 0, 'decode', 0)
(0.5605790615081787, 2, 'prompt', 94071)
(0.6066436767578125, 3, 'prompt', 84511)
(0.6066596508026123, 4, 'prompt', 23162)
(0.620671272277832, 0, 'decode', 0)
(0.6206841468811035, 1, 'decode', 0)
(0.6344013214111328, 2, 'decode', 0)
(0.8302261829376221, 5, 'prompt', 88756)
(0.8455600738525391, 0, 'decode', 0)
(0.8807079792022705, 6, 'prompt', 59302)
(0.897144079208374, 1, 'decode', 0)
(0.8971555233001709, 2, 'decode', 0)
(0.8971657752990723, 3, 'decode', 0)
(0.8971657752990723, 4, 'decode', 0)
(1.0251741409301758, 7, 'prompt', 89398)
(1.0381615161895752, 0, 'decode', 0)
(1.05649733543396, 1, 'decode', 0)
(1.0565276145935059, 2, 'decode', 0)
(1.0565276145935059, 3, 'decode', 0)
(1.0565276145935059, 4, 'decode', 0)
(1.056553602218628, 5, 'decode', 0)
(1.056553602218628, 6, 'decode', 0)
(1.135199785232544, 8, 'prompt', 87273)
(1.1695637702941895, 9, 'prompt', 71823)
(1.189410924911499, 0, 'decode', 0)
(1.18943452835083, 1, 'decode', 0)
(1.1894426345825195, 2, 'decode', 0)
(1.1894514560699463, 3, 'decode', 0)
(1.1894586086273193, 4, 'decode', 0)
(1.1894659996032715, 5, 'decode', 0)
(1.1894738674163818, 6, 'decode', 0)
(1.1894855499267578, 7, 'decode', 0)
(1.214188575744629, 10, 'prompt', 29430)
(1.2282555103302002, 8, 'decode', 0)
(1.2282710075378418, 9, 'decode', 0)
(1.2471301555633545, 0, 'decode', 0)
(1.2471404075622559, 1, 'decode', 0)
(1.247148036956787, 2, 'decode', 0)
(1.2471554279327393, 3, 'decode', 0)
(1.2471554279327393, 4, 'decode', 0)
(1.247169017791748, 5, 'decode', 0)
(1.247169017791748, 6, 'decode', 0)
(1.4819459915161133, 11, 'prompt', 108438)
(1.5169970989227295, 12, 'prompt', 85251)
(1.5392863750457764, 0, 'decode', 0)
(1.5392966270446777, 1, 'decode', 0)
(1.5393049716949463, 10, 'decode', 0)
(1.5393126010894775, 2, 'decode', 0)
(1.5393126010894775, 3, 'decode', 0)
(1.5393459796905518, 4, 'decode', 0)
(1.5393459796905518, 5, 'decode', 0)
(1.5393459796905518, 6, 'decode', 0)
(1.5393459796905518, 7, 'decode', 0)
(1.5393786430358887, 8, 'decode', 0)
(1.5393786430358887, 9, 'decode', 0)
(1.6238958835601807, 13, 'prompt', 88388)
(1.6373825073242188, 11, 'decode', 0)
(1.7360053062438965, 14, 'prompt', 96356)
(1.7501235008239746, 0, 'decode', 0)
(1.783325433731079, 15, 'prompt', 62567)
(1.808161973953247, 1, 'decode', 0)
(1.8081960678100586, 10, 'decode', 0)
(1.8081960678100586, 11, 'decode', 0)
(1.8082389831542969, 12, 'decode', 0)
(1.8082389831542969, 13, 'decode', 0)
(1.8082389831542969, 2, 'decode', 0)
(1.8082389831542969, 3, 'decode', 0)
(1.8082389831542969, 4, 'decode', 0)
(1.8082389831542969, 5, 'decode', 0)
(1.8082947731018066, 6, 'decode', 0)
(1.8082947731018066, 7, 'decode', 0)
(1.8082947731018066, 8, 'decode', 0)
(1.8082947731018066, 9, 'decode', 0)
(1.8398549556732178, 16, 'prompt', 41006)
(1.8555066585540771, 0, 'decode', 0)
(1.855531930923462, 14, 'decode', 0)
(1.855531930923462, 15, 'decode', 0)
(1.9026269912719727, 17, 'prompt', 44110)
(1.9156463146209717, 1, 'decode', 0)
(1.942615270614624, 0, 'decode', 0)
(1.9426398277282715, 10, 'decode', 0)
(1.9426398277282715, 11, 'decode', 0)
(1.9426593780517578, 12, 'decode', 0)
(1.9426593780517578, 13, 'decode', 0)
(1.9426593780517578, 14, 'decode', 0)
(1.9426593780517578, 15, 'decode', 0)
(1.942692518234253, 16, 'decode', 0)
(1.942692518234253, 2, 'decode', 0)
(1.942692518234253, 3, 'decode', 0)
(1.942692518234253, 4, 'decode', 0)
(1.942692518234253, 5, 'decode', 0)
(1.942692518234253, 6, 'decode', 0)
(1.942692518234253, 7, 'decode', 0)
(1.9427556991577148, 8, 'decode', 0)
(1.9427556991577148, 9, 'decode', 0)
(1.998812198638916, 18, 'prompt', 42817)
(2.0124402046203613, 1, 'decode', 0)
(2.0124659538269043, 17, 'decode', 0)
(2.0386202335357666, 0, 'decode', 0)
(2.038630247116089, 10, 'decode', 0)
(2.038641929626465, 11, 'decode', 0)
(2.038641929626465, 12, 'decode', 0)
